signs,sentence
ami non attendre moi,Mon ami ne m'attend pas.
ami non attendre tu,Mon ami ne t'attend pas.
moi comprendre moi,Je comprends.
moi comprendre tu,Je te comprends.
moi comprendre ami,Je comprends mon ami.
moi comprendre bebe,Je comprends le bébé.
moi comprendre chat,Je comprends le chat.
tu comprendre moi,Tu me comprends.
tu comprendre tu,Tu comprends.
tu comprendre ami,Tu comprends mon ami.
tu comprendre bebe,Tu comprends le bébé.
nous comprendre moi,Nous me comprenons.
nous comprendre ami,Nous comprenons mon ami.
nous comprendre bebe,Nous comprenons le bébé.
ami comprendre moi,Mon ami me comprend.
ami comprendre tu,Mon ami te comprend.
ami comprendre bebe,Mon ami comprend le bébé.
bebe comprendre moi,Le bébé me comprend.
chat comprendre moi,Le chat me comprend.
moi non comprendre tu,Je ne te comprends pas.
moi non comprendre ami,Je ne comprends pas mon ami.
tu non comprendre moi,Tu ne me comprends pas.
nous non comprendre ami,Nous ne comprenons pas mon ami.
ami non comprendre moi,Mon ami ne me comprend pas.
moi changer moi,Je change.
moi changer tu,Je te change.
moi changer ami,Je change mon ami.
moi changer bebe,Je change le bébé.
moi changer chat,Je change le chat.
tu changer moi,Tu me changes.
tu changer ami,Tu changes mon ami.
nous changer ami,Nous changeons mon ami.
ami changer moi,Mon ami me change.
moi non changer tu,Je ne te change pas.
moi non changer ami,Je ne change pas mon ami.
tu non changer moi,Tu ne me changes pas.
moi manger moi,Je mange.
moi manger tu,Je te mange.
moi manger ami,Je mange mon ami.
moi manger bebe,Je mange le bébé.
moi manger chat,Je mange le chat.
moi manger amour,Je mange de l'amour.
moi manger aide,Je mange de l'aide.
tu manger moi,Tu me manges.
tu manger ami,Tu manges mon ami.
tu manger bebe,Tu manges le bébé.
tu manger chat,Tu manges le chat.
nous manger moi,Nous me mangeons.
nous manger ami,Nous mangeons mon ami.
nous manger bebe,Nous mangeons le bébé.
nous manger chat,Nous mangeons le chat.
ami manger moi,Mon ami me mange.
ami manger tu,Mon ami te mange.
ami manger bebe,Mon ami mange le bébé.
ami manger chat,Mon ami mange le chat.
bebe manger moi,Le bébé me mange.
bebe manger tu,Le bébé te mange.
bebe manger ami,Le bébé mange mon ami.
bebe manger chat,Le bébé mange le chat.
chat manger moi,Le chat me mange.
chat manger tu,Le chat te mange.
chat manger ami,Le chat mange mon ami.
chat manger bebe,Le chat mange le bébé.
moi non manger tu,Je ne te mange pas.
moi non manger ami,Je ne mange pas mon ami.
tu non manger moi,Tu ne me manges pas.
moi boire moi,Je bois.
moi boire tu,Je te bois.
moi boire ami,Je bois mon ami.
moi boire bebe,Je bois le bébé.
moi boire chat,Je bois le chat.
tu boire moi,Tu me bois.
tu boire ami,Tu bois mon ami.
nous boire moi,Nous me buvons.
nous boire ami,Nous buvons mon ami.
ami boire moi,Mon ami me boit.
ami boire tu,Mon ami te boit.
bebe boire moi,Le bébé me boit.
chat boire moi,Le chat me boit.
moi non boire moi,Je ne bois pas.
moi non boire ami,Je ne bois pas mon ami.
tu non boire moi,Tu ne me bois pas.
moi aller moi,Je pars.
moi aller tu,Je te pars.
moi aller ami,Je pars mon ami.
tu aller moi,Tu me pars.
tu aller ami,Tu pars mon ami.
nous aller ami,Nous partons mon ami.
ami aller moi,Mon ami me part.
ami aller tu,Mon ami te part.
moi non aller moi,Je ne pars pas.
moi non aller ami,Je ne pars pas mon ami.
moi apprendre moi,J'apprends.
moi apprendre tu,Je t'apprends.
moi apprendre ami,J'apprends mon ami.
moi apprendre bebe,J'apprends le bébé.
moi apprendre chat,J'apprends le chat.
tu apprendre moi,Tu m'apprends.
tu apprendre ami,Tu apprends mon ami.
nous apprendre moi,Nous m'apprenons.
nous apprendre ami,Nous apprenons mon ami.
ami apprendre moi,Mon ami m'apprend.
ami apprendre tu,Mon ami t'apprend.
bebe apprendre moi,Le bébé m'apprend.
chat apprendre moi,Le chat m'apprend.
moi non apprendre moi,Je n'apprends pas.
moi non apprendre ami,Je n'apprends pas mon ami.
tu non apprendre moi,Tu ne m'apprends pas.
moi donner moi,Je donne.
moi donner tu,Je te donne.
moi donner ami,Je donne mon ami.
tu donner moi,Tu me donnes.
tu donner ami,Tu donnes mon ami.
nous donner ami,Nous donnons mon ami.
ami donner moi,Mon ami me donne.
ami donner tu,Mon ami te donne.
moi non donner moi,Je ne donne pas.
tu non donner moi,Tu ne me donnes pas.
moi changer moi bien,Je change bien.
moi changer tu bien,Je te change bien.
moi changer ami bien,Je change mon ami bien.
moi changer bebe bientot,Je change le bébé bientôt.
moi changer chat ici,Je change le chat ici.
tu changer moi bientot,Tu me changes bientôt.
tu changer ami bien,Tu changes mon ami bien.
nous changer bebe bien,Nous changeons le bébé bien.
ami changer moi bientot,Mon ami me change bientôt.
bebe changer moi bien,Le bébé me change bien.
moi non changer moi bien,Je ne change pas bien.
moi non changer bebe bientot,Je ne change pas le bébé bientôt.
tu non changer moi bien,Tu ne me changes pas bien.
moi comprendre moi bientot,Je comprends bientôt.
moi comprendre tu bien,Je te comprends bien.
moi comprendre ami bientot,Je comprends mon ami bientôt.
moi comprendre bebe bien,Je comprends le bébé bien.
tu comprendre moi bien,Tu me comprends bien.
nous comprendre ami bientot,Nous comprenons mon ami bientôt.
ami comprendre moi bien,Mon ami me comprend bien.
moi non comprendre moi bientot,Je ne comprends pas bientôt.
moi non comprendre ami bien,Je ne comprends pas mon ami bien.
tu non comprendre moi bientot,Tu ne me comprends pas bientôt.
moi aimer tu bien,Je t'aime bien.
moi aimer moi bien,J'aime bien.
moi aimer ami bien,J'aime bien mon ami.
moi aimer bebe bien,J'aime bien le bébé.
moi aimer chat bien,J'aime bien le chat.
moi aimer amour bien,J'aime bien de l'amour.
tu aimer moi bien,Tu m'aimes bien.
tu aimer ami bien,Tu aimes bien mon ami.
tu aimer bebe bien,Tu aimes bien le bébé.
nous aimer ami bien,Nous aimons bien mon ami.
ami aimer moi bien,Mon ami m'aime bien.
ami aimer tu bien,Mon ami t'aime bien.
bebe aimer moi bien,Le bébé m'aime bien.
chat aimer moi bien,Le chat m'aime bien.
moi aimer tu bientot,Je t'aime bientôt.
moi aimer ami bientot,J'aime mon ami bientôt.
moi aimer bebe bientot,J'aime le bébé bientôt.
tu aimer moi bientot,Tu m'aimes bientôt.
tu aimer ami bientot,Tu aimes mon ami bientôt.
ami aimer moi bientot,Mon ami m'aime bientôt.
moi aimer tu ici,Je t'aime ici.
moi aimer ami ici,J'aime mon ami ici.
moi aimer bebe ici,J'aime le bébé ici.
moi aimer chat ici,J'aime le chat ici.
moi non aimer moi bien,Je n'aime pas bien.
moi non aimer ami bien,Je n'aime pas bien mon ami.
tu non aimer moi bien,Tu ne m'aimes pas bien.
moi attendre tu bien,Je t'attends bien.
moi attendre ami bien,J'attends bien mon ami.
moi attendre bebe bien,J'attends bien le bébé.
moi attendre chat bien,J'attends bien le chat.
tu attendre moi bien,Tu m'attends bien.
tu attendre ami bien,Tu attends bien mon ami.
nous attendre ami bien,Nous attendons bien mon ami.
ami attendre moi bien,Mon ami m'attend bien.
ami attendre tu bien,Mon ami t'attend bien.
bebe attendre moi bien,Le bébé m'attend bien.
chat attendre moi bien,Le chat m'attend bien.
moi attendre tu bientot,Je t'attends bientôt.
moi attendre ami bientot,J'attends mon ami bientôt.
moi attendre bebe bientot,J'attends le bébé bientôt.
tu attendre moi bientot,Tu m'attends bientôt.
ami attendre moi bientot,Mon ami m'attend bientôt.
moi attendre tu ici,Je t'attends ici.
moi attendre ami ici,J'attends mon ami ici.
moi non attendre ami bien,Je n'attends pas bien mon ami.
tu non attendre moi bien,Tu ne m'attends pas bien.
moi non attendre bebe bientot,Je n'attends pas le bébé bientôt.
moi manger ami bien,Je mange bien mon ami.
moi manger bebe bien,Je mange bien le bébé.
moi manger chat bien,Je mange bien le chat.
moi manger ami bientot,Je mange mon ami bientôt.
moi manger bebe ici,Je mange le bébé ici.
tu manger moi bien,Tu me manges bien.
tu manger ami bien,Tu manges bien mon ami.
nous manger bebe bien,Nous mangeons bien le bébé.
ami manger moi bien,Mon ami me mange bien.
ami manger bebe bientot,Mon ami mange le bébé bientôt.
moi non manger moi bien,Je ne mange pas bien.
moi non manger ami bien,Je ne mange pas bien mon ami.
tu non manger moi bien,Tu ne me manges pas bien.
moi boire ami bientot,Je bois mon ami bientôt.
moi boire chat ici,Je bois le chat ici.
tu boire moi bien,Tu me bois bien.
nous boire ami bientot,Nous buvons mon ami bientôt.
moi apprendre ami bien,J'apprends mon ami bien.
moi apprendre bebe bientot,J'apprends le bébé bientôt.
tu apprendre moi bien,Tu m'apprends bien.
nous apprendre ami bientot,Nous apprenons mon ami bientôt.
ami apprendre moi bien,Mon ami m'apprend bien.
moi non apprendre ami bien,Je n'apprends pas bien mon ami.
moi donner aide moi bientot,Je donne de l'aide bientôt.
moi donner aide tu bientot,Je te donne de l'aide bientôt.
moi donner aide ami bientot,Je donne de l'aide à mon ami bientôt.
moi donner aide bebe bientot,Je donne de l'aide au bébé bientôt.
moi donner aide chat bientot,Je donne de l'aide au chat bientôt.
moi donner aide moi bien,Je donne de l'aide bien.
moi donner aide tu bien,Je te donne de l'aide bien.
moi donner aide ami bien,Je donne de l'aide à mon ami bien.
moi donner aide bebe bien,Je donne de l'aide au bébé bien.
tu donner aide moi bien,Tu me donnes de l'aide bien.
tu donner aide ami bientot,Tu donnes de l'aide à mon ami bientôt.
nous donner aide ami bien,Nous donnons de l'aide à mon ami bien.
ami donner aide moi bien,Mon ami me donne de l'aide bien.
moi donner amour tu bientot,Je te donne de l'amour bientôt.
moi donner amour ami bien,Je donne de l'amour à mon ami bien.
moi donner amour bebe bientot,Je donne de l'amour au bébé bientôt.
tu donner amour moi bien,Tu me donnes de l'amour bien.
nous donner amour ami bientot,Nous donnons de l'amour à mon ami bientôt.
ami donner amour moi bientot,Mon ami me donne de l'amour bientôt.
moi non donner aide tu bientot,Je ne te donne pas d'aide bientôt.
moi non donner amour ami bien,Je ne donne pas d'amour à mon ami bien.
aujourd hui moi aimer tu,Aujourd'hui je t'aime.
aujourd hui moi aimer moi,Aujourd'hui j'aime.
aujourd hui moi aimer ami,Aujourd'hui j'aime mon ami.
aujourd hui moi aimer bebe,Aujourd'hui j'aime le bébé.
aujourd hui moi aimer chat,Aujourd'hui j'aime le chat.
aujourd hui tu aimer moi,Aujourd'hui tu m'aimes.
aujourd hui tu aimer ami,Aujourd'hui tu aimes mon ami.
aujourd hui nous aimer ami,Aujourd'hui nous aimons mon ami.
aujourd hui ami aimer moi,Aujourd'hui mon ami m'aime.
aujourd hui moi attendre tu,Aujourd'hui je t'attends.
aujourd hui moi attendre ami,Aujourd'hui j'attends mon ami.
aujourd hui tu attendre moi,Aujourd'hui tu m'attends.
aujourd hui nous attendre ami,Aujourd'hui nous attendons mon ami.
aujourd hui moi comprendre ami,Aujourd'hui je comprends mon ami.
aujourd hui tu comprendre moi,Aujourd'hui tu me comprends.
aujourd hui moi changer ami,Aujourd'hui je change mon ami.
aujourd hui tu changer moi,Aujourd'hui tu me changes.
aujourd hui moi manger ami,Aujourd'hui je mange mon ami.
aujourd hui tu manger moi,Aujourd'hui tu me manges.
aujourd hui moi donner aide ami,Aujourd'hui je donne de l'aide à mon ami.
aujourd hui tu donner amour moi,Aujourd'hui tu me donnes de l'amour.
comment moi aimer tu,Comment je t'aime ?
comment moi aimer moi,Comment j'aime ?
comment moi aimer ami,Comment j'aime mon ami ?
comment moi aimer bebe,Comment j'aime le bébé ?
comment moi aimer chat,Comment j'aime le chat ?
comment tu aimer moi,Comment tu m'aimes ?
comment tu aimer ami,Comment tu aimes mon ami ?
comment nous aimer ami,Comment nous aimons mon ami ?
comment ami aimer moi,Comment mon ami m'aime ?
comment moi attendre tu,Comment je t'attends ?
comment moi attendre ami,Comment j'attends mon ami ?
comment tu attendre moi,Comment tu m'attends ?
comment nous attendre ami,Comment nous attendons mon ami ?
comment moi comprendre ami,Comment je comprends mon ami ?
comment tu comprendre moi,Comment tu me comprends ?
comment moi changer ami,Comment je change mon ami ?
comment moi manger ami,Comment je mange mon ami ?
comment moi manger bebe,Comment je mange le bébé ?
comment tu manger moi,Comment tu me manges ?
comment moi donner aide ami,Comment je donne de l'aide à mon ami ?
comment tu donner amour moi,Comment tu me donnes de l'amour ?
bonjour moi aimer tu,Bonjour je t'aime !
bonjour moi aimer moi,Bonjour j'aime !
bonjour moi aimer ami,Bonjour j'aime mon ami !
bonjour moi aimer bebe,Bonjour j'aime le bébé !
bonjour moi aimer chat,Bonjour j'aime le chat !
bonjour tu aimer moi,Bonjour tu m'aimes !
bonjour tu aimer ami,Bonjour tu aimes mon ami !
bonjour moi attendre tu,Bonjour je t'attends !
bonjour moi attendre ami,Bonjour j'attends mon ami !
bonjour tu attendre moi,Bonjour tu m'attends !
bonjour moi comprendre ami,Bonjour je comprends mon ami !
bonjour moi changer ami,Bonjour je change mon ami !
bonjour moi manger ami,Bonjour je mange mon ami !
bonjour tu manger moi,Bonjour tu me manges !
bonjour moi donner aide ami,Bonjour je donne de l'aide à mon ami !
bonjour tu donner amour moi,Bonjour tu me donnes de l'amour !
merci moi aimer tu,Merci je t'aime !
merci moi aimer ami,Merci j'aime mon ami !
merci tu aimer moi,Merci tu m'aimes !
merci moi attendre ami,Merci j'attends mon ami !
merci moi comprendre ami,Merci je comprends mon ami !
merci tu donner aide moi,Merci tu me donnes de l'aide !
au revoir moi aimer ami,Au revoir j'aime mon ami !
au revoir moi attendre ami,Au revoir j'attends mon ami !
au revoir tu aimer moi,Au revoir tu m'aimes !
moi vouloir aimer tu,Je veux t'aimer.
moi vouloir aimer ami,Je veux aimer mon ami.
moi vouloir aimer bebe,Je veux aimer le bébé.
moi vouloir aimer chat,Je veux aimer le chat.
moi vouloir attendre tu,Je veux t'attendre.
moi vouloir attendre ami,Je veux attendre mon ami.
moi vouloir comprendre ami,Je veux comprendre mon ami.
moi vouloir changer ami,Je veux changer mon ami.
tu vouloir aimer moi,Tu veux m'aimer.
tu vouloir aimer ami,Tu veux aimer mon ami.
tu vouloir attendre moi,Tu veux m'attendre.
nous vouloir aimer ami,Nous voulons aimer mon ami.
nous vouloir attendre ami,Nous voulons attendre mon ami.
ami vouloir aimer moi,Mon ami veut m'aimer.
ami vouloir attendre moi,Mon ami veut m'attendre.
moi non vouloir aimer tu,Je ne veux pas t'aimer.
moi non vouloir aimer ami,Je ne veux pas aimer mon ami.
moi non vouloir attendre ami,Je ne veux pas attendre mon ami.
tu non vouloir aimer moi,Tu ne veux pas m'aimer.
nous non vouloir attendre ami,Nous ne voulons pas attendre mon ami.
moi vouloir manger moi,Je veux manger.
moi vouloir manger tu,Je veux te manger.
moi vouloir manger ami,Je veux manger mon ami.
moi vouloir manger bebe,Je veux manger le bébé.
moi vouloir manger chat,Je veux manger le chat.
moi vouloir boire moi,Je veux boire.
moi vouloir boire ami,Je veux boire mon ami.
moi vouloir aller moi,Je veux aller.
moi vouloir aller ami,Je veux aller mon ami.
moi vouloir apprendre moi,Je veux apprendre.
moi vouloir apprendre ami,Je veux apprendre mon ami.
moi vouloir comprendre moi,Je veux comprendre.
moi vouloir comprendre ami,Je veux comprendre mon ami.
moi vouloir changer moi,Je veux changer.
moi vouloir changer ami,Je veux changer mon ami.
moi vouloir attendre moi,Je veux attendre.
moi vouloir donner moi,Je veux donner.
tu vouloir manger moi,Tu veux me manger.
tu vouloir manger ami,Tu veux manger mon ami.
nous vouloir manger ami,Nous voulons manger mon ami.
ami vouloir manger moi,Mon ami veut me manger.
moi aimer tu avec ami,J'aime toi avec mon ami.
moi aimer ami avec bebe,J'aime mon ami avec le bébé.
moi aimer bebe avec chat,J'aime le bébé avec le chat.
moi aimer chat avec bebe,J'aime le chat avec le bébé.
tu aimer moi avec ami,Tu m'aimes avec mon ami.
tu aimer ami avec moi,Tu aimes mon ami avec moi.
nous aimer ami avec tu,Nous aimons mon ami avec toi.
ami aimer moi avec tu,Mon ami m'aime avec toi.
moi attendre tu avec ami,J'attends toi avec mon ami.
moi attendre ami avec bebe,J'attends mon ami avec le bébé.
tu attendre moi avec ami,Tu m'attends avec mon ami.
nous attendre ami avec tu,Nous attendons mon ami avec toi.
ami attendre moi avec tu,Mon ami m'attend avec toi.
moi comprendre ami avec tu,Je comprends mon ami avec toi.
moi comprendre bebe avec ami,Je comprends le bébé avec mon ami.
moi changer ami avec tu,Je change mon ami avec toi.
moi changer bebe avec ami,Je change le bébé avec mon ami.
moi manger ami avec tu,Je mange mon ami avec toi.
moi manger bebe avec ami,Je mange le bébé avec mon ami.
tu manger moi avec ami,Tu me manges avec mon ami.
moi donner aide ami avec tu,Je donne de l'aide à mon ami avec toi.
moi donner amour bebe avec ami,Je donne de l'amour au bébé avec mon ami.
aujourd hui moi aimer tu avec ami,Aujourd'hui j'aime toi avec mon ami.
aujourd hui moi aimer ami avec bebe,Aujourd'hui j'aime mon ami avec le bébé.
aujourd hui moi attendre tu avec ami,Aujourd'hui j'attends toi avec mon ami.
aujourd hui moi comprendre ami avec tu,Aujourd'hui je comprends mon ami avec toi.
